Month,New Reports,Processed Reports,Backlog,Capacity,Actual Processed
3,36,20,16,166.29321931580333,166.01218138850055
4,36,23,29,166.29321931580333,165.21365045713273
5,45,21,53,166.29321931580333,165.91977231261586
6,42,16,79,166.29321931580333,166.07996974382607
7,36,23,92,166.29321931580333,166.0664255838134
8,44,16,120,166.29321931580333,166.1905502049621
9,45,29,136,166.29321931580333,165.79922591757955
10,37,22,151,166.29321931580333,166.0812394267491
11,43,22,172,166.29321931580333,165.99408761607535
12,46,21,197,166.29321931580333,166.02836705764884
13,58,18,237,166.29321931580333,166.06907447294475
14,36,26,247,166.29321931580333,165.87323988825145

Total Reports,504
Total Processed,257
Final Backlog,247

Processed Report Details
Month,Source,Risk Type,Supervision Cost,Accessibility,Potential Damage,Priority
3,community,user experience,7.656033591993514,0.681689712352931,32.88894491981107,3.153592723750778
3,crowdsourcing,robustness,10.025141848723935,0.5173768579023914,103.61843676324737,4.000213010174104
3,community,privacy,4.851601871164497,0.5427578168097278,5.244211527675957,1.3471212147442428
3,crowdsourcing,privacy,4.348189734474017,0.6447822226270211,5.358182572070014,1.4939958299212117
3,expert,security,14.631332315534783,0.22589979124904377,55.873066345917046,2.6116651389110914
3,crowdsourcing,privacy,10.934781459836756,0.4308645611451411,11.960583603808272,1.8170034103771333
3,crowdsourcing,bias,15.388540368185694,0.6695276023674507,161.21859308685993,4.690800008196497
3,crowdsourcing,bias,13.241727533749144,0.77297929591557,1.3704731479054377,0.7223891214116291
3,community,privacy,2.839025575872937,0.6230680474977902,91.94456067616865,4.065391400468306
3,community,privacy,3.991132215156353,0.7583414908982422,11.963793562794912,2.3098229411830067
3,community,privacy,4.7345778194638415,0.36066729883981896,32.78821384741788,2.551446021180447
3,community,privacy,4.347461084407126,0.7051414063795259,18.86358097371703,2.660363868687548
3,crowdsourcing,misinformation,14.62684480574431,0.42489223201859994,44.40974523560839,2.9891786341224234
3,crowdsourcing,bias,8.233189647369414,0.46893528986456023,5.871329862964014,1.3226284647823885
3,community,user experience,2.998450124262653,0.892373421227397,37.89808636741514,3.5501702508672106
3,community,user experience,7.003484510542307,0.6201266787105739,38.32853003548995,3.2095744622325793
3,community,privacy,2.527193910497512,0.6716171897893032,1.876505042100085,0.8154944699229744
3,crowdsourcing,security,24.26693400222985,0.5455719382645617,11.751803900456093,2.0030266996801744
3,crowdsourcing,misinformation,2.6665626552196744,0.48531690703566877,164.138392028172,4.390232086994206
3,community,user experience,6.699976314072203,0.785384649553792,18.16815238528944,2.7258238429125354
