Month,New Reports,Processed Reports,Backlog,Capacity,Actual Processed
3,47,9,38,191.87446052096485,191.00329933293634
4,39,22,55,191.87446052096485,191.33595315094072
5,40,18,77,191.87446052096485,191.58214164553596
6,39,31,85,191.87446052096485,191.03113616372474
7,45,21,109,191.87446052096485,190.92070641470764
8,34,24,119,191.87446052096485,191.80079975209705
9,49,34,134,191.87446052096485,190.76250766873744
10,51,20,165,191.87446052096485,191.52830242571744
11,46,30,181,191.87446052096485,191.41545085642937
12,53,21,213,191.87446052096485,191.76263641185264
13,52,30,235,191.87446052096485,190.6088512636184
14,46,27,254,191.87446052096485,191.69267728933642

Total Reports,541
Total Processed,287
Final Backlog,254

Processed Report Details
Month,Source,Risk Type,Supervision Cost,Accessibility,Potential Damage,Priority
3,crowdsourcing,misinformation,8.831933125190723,0.4080088774483183,42.55133305446357,2.9102463669959935
3,crowdsourcing,misinformation,4.9267082310620625,0.5846606254502865,168.63425485687208,4.601100003190318
3,expert,long-term societal impact,8.43138121769376,0.11209305167970923,332.0638274160894,3.643412515804739
3,expert,long-term societal impact,125.86079923064938,0.10954068199039298,44.573348126374476,1.7719979829864756
3,community,content moderation,4.196088720206293,0.661711932661511,9.910953829064194,2.022632591986967
3,community,bias,6.327113158636553,0.8530433173729294,20.48887357658007,2.916575243989304
3,expert,long-term societal impact,21.14825758891628,0.24463711845682323,291.9917295304718,4.28264840227905
3,community,privacy,1.6517513405367683,0.750279799375595,38.2049879184315,3.3899487075691765
3,crowdsourcing,ethical,9.629266720044491,0.5918634927202002,509.67873072530335,5.712610835518796
4,community,misinformation,3.481977425131758,0.8190469787732305,17.030997394388315,2.7046569145028907
4,crowdsourcing,security,5.1141732315004225,0.8514184826981893,19.85431800692443,2.8850427680441224
4,community,privacy,11.172579074757042,0.4825880573682257,12.509107096779992,1.9511458038130174
3,community,bias,3.5276732616160977,0.7057209012115875,74.54089224184015,3.98164357200715
4,community,privacy,7.4095462097937475,0.6299300923099191,82.78979125113067,3.973151610250042
4,expert,interpretability,16.256958199069366,0.4305637795717953,330.749124844564,4.965697851636036
4,community,user experience,15.463726882747377,0.7990825810773574,39.720150929753586,3.4885878200851064
3,crowdsourcing,bias,9.156795553927493,0.3835799712018522,170.813542404653,4.197512481042277
4,crowdsourcing,privacy,11.40451380368331,0.4463008367229044,138.26237093598505,4.138466894009397
4,community,privacy,5.234664083569112,0.6031429597966134,45.574654119858415,3.349484061446573
4,community,misinformation,3.9160154841528767,0.7502944804140746,11.567925376274935,2.269994808093675
3,crowdsourcing,robustness,9.120120964620346,0.6567840469627223,10.141158826143704,2.0360839569752103
3,crowdsourcing,bias,2.428705909127336,0.5087120295334243,53.09748387385622,3.3326090277964773
4,crowdsourcing,privacy,5.669761372562196,0.8609417108585952,24.961305186837013,3.113080939010585
3,expert,ethical,31.75469839954152,0.3483338669466651,46.5509779375719,2.8457974867312985
3,crowdsourcing,robustness,4.470596515294156,0.5911153790302844,32.143258021390864,2.9957509808081437
3,community,bias,8.109810102836237,0.6926322937805042,25.80885186302173,2.937893618941174
4,community,misinformation,12.537493861993738,0.759337824278742,8.73800116350596,2.032755354054131
3,crowdsourcing,security,6.1957186693039725,0.4776842697216798,303.4517694682672,4.983292441497263
3,expert,AI alignment,12.434133980974883,0.1870132072250018,28.539482429368658,1.8464465207309013
3,community,user experience,2.646572321648091,0.6200658583237789,90.1827470981771,4.041633464725284
3,community,misinformation,3.829717843089671,0.6895156787293258,23.093883568121896,2.8287087904162513
3,community,user experience,4.073565837964529,0.9394914668117734,81.71680380509419,4.3537845535010264
5,crowdsourcing,bias,8.695408986031659,0.5433296599212081,93.24598224076426,3.944747816200353
3,expert,long-term societal impact,12.5338361893641,0.4911986849604404,429.14929458317863,5.355630956004928
5,crowdsourcing,bias,5.567037587438199,0.5368057678657226,95.23320852288953,3.9535820523055336
3,expert,ethical,43.27890665556377,0.2844664008300787,1470.1371026564846,6.038359130845808
5,crowdsourcing,misinformation,4.2841521797523985,0.6450677413362925,194.4199495264788,4.839562533392507
4,community,bias,4.987860833816365,0.5635489072330864,37.23923837913829,3.0904118952690607
3,crowdsourcing,bias,4.143540857797659,0.7125970621840603,364.8172495234543,5.564396645811997
5,community,bias,3.397358056514108,0.7649983803830929,28.269186946734195,3.1190944823726574
3,community,misinformation,3.0030353635951093,0.847225803390934,191.5976917467385,5.09575131575522
5,community,misinformation,1.8548484292052643,0.6182860050508941,6.796482092571909,1.6490758003686938
5,crowdsourcing,misinformation,11.595030911806912,0.36606047655658563,833.0477712534336,5.723408171724136
4,expert,long-term societal impact,60.55464867529353,0.7059194350331341,245.39308291418703,5.160363331021956
5,community,privacy,4.907166767433051,0.9059413592127925,33.90079677943396,3.456699380917328
3,crowdsourcing,misinformation,7.436184599725751,0.6576293836904656,292.81143058772284,5.265594778078559
4,community,privacy,3.3573505985706893,0.9186433438123219,23.21376384095617,3.1057147252701127
5,community,user experience,4.705199122051012,0.8001262281898189,7.838550829425062,1.9840079943390816
5,community,content moderation,3.2070099936118774,0.7561519098282173,42.21831417409643,3.4941854399270693
5,community,misinformation,6.501271776545394,0.775161658604817,204.50599372454934,5.072201936637444
5,expert,AI alignment,4.976233209393938,0.17617451752687519,538.6997261543676,4.563359831816993
4,crowdsourcing,misinformation,12.043933337843113,0.3134544643078192,645.5012856382805,5.314856142387595
3,crowdsourcing,misinformation,2.799222502837386,0.4147241401453061,31.73732857340785,2.650579006806775
5,community,misinformation,7.259041379825173,0.9173653000227759,56.19705790252636,3.961826577510054
5,community,misinformation,5.935817394710142,0.5372303372686028,100.16261187793476,4.003879843138898
6,community,privacy,4.495246397924812,0.9603576583626849,41.39132497926366,3.707467518971173
4,community,user experience,4.176127891899249,0.6011814731944553,1.7565821792953296,0.7207743428205344
6,community,user experience,11.94105870664077,0.880681737815415,108.85623870957227,4.573346145261621
4,community,privacy,9.752302338776406,0.4643986082692397,6.008517949112435,1.332457670126061
6,expert,security,18.155853091464767,0.15366223606085053,106923.91808704239,9.70693531876738
4,community,bias,6.082925933600564,0.6058688590216603,18.936415693270582,2.523565071074075
4,community,misinformation,3.6246336265080354,0.677580632682913,13.711824871484325,2.331256800102214
5,community,privacy,8.74330000012186,0.7573911806131586,56.33363096140496,3.7765833993122655
3,community,content moderation,7.66425340095104,0.6140377570871479,14.28126712944926,2.2792383910037852
6,community,misinformation,3.2706097311269824,0.98577311097811,0.0980439046237569,0.09225920747557431
5,community,bias,2.882121974485725,0.9721517300605422,7.937967406856061,2.165264673664369
6,community,bias,6.858242361706982,0.37548031422468725,59.543288439267215,3.1509109670717983
6,community,privacy,2.9716195231314955,0.7682974118491674,43.58010398981882,3.5404514009646437
6,crowdsourcing,bias,3.9695862546583047,0.8135170797190264,84.00496903856487,4.239014399042122
3,crowdsourcing,bias,7.932088818617335,0.14352791417327218,118.07457393790264,2.8874228203956527
5,community,privacy,5.832034465657733,0.7737273837522186,9.073934387515958,2.0820321224749203
6,community,misinformation,3.011863779696097,0.7268505517544965,12.91782676620359,2.3407792710254
3,community,privacy,3.727330555120948,0.6750653826457305,29.682046150043107,3.046298090888651
6,community,bias,1.9191025660279273,0.769545487643349,20.75715908941673,2.8316579063756175
5,crowdsourcing,misinformation,10.305630368215047,0.30777141772523364,71.85138658516026,3.1404299765122383
4,crowdsourcing,ethical,5.807739289038686,0.5869739296693519,102.65395363332858,4.115048654975688
4,crowdsourcing,bias,5.373128455302862,0.8229287064157339,103.3747075064328,4.455161085088389
6,community,misinformation,8.042429346395188,0.6800639075451744,20.22458251638348,2.6915148163416722
6,community,misinformation,2.8971545388006263,0.5987975856124156,38.59649816270634,3.182688486755038
5,community,misinformation,2.0792331467001572,0.5858809351824203,0.6822363084760141,0.33626453392773703
3,crowdsourcing,robustness,8.568325433921936,0.6973750834153484,43.411465456883924,3.442789458606475
7,community,user experience,7.239025231028732,0.6334786039556172,45.0237946589078,3.3851225573669206
7,crowdsourcing,privacy,4.734983435832844,0.6272813102665432,169.04610871896065,4.673197594243811
3,community,bias,5.858947967622017,0.7124790637612896,327.5091709929413,5.456787678412328
3,crowdsourcing,ethical,2.999652162205098,0.6255960020016891,20.649438903677453,2.633197797590069
7,community,misinformation,8.99762630186033,0.8724535205101223,10.45549496154039,2.314704691844699
7,community,misinformation,3.3330428134592522,0.608676339999446,4.722146981679098,1.354354455299963
3,community,user experience,4.255936129803259,0.756629927747159,10.156528641212304,2.161566717813336
4,community,content moderation,4.616237208008175,0.9276085019945399,40.154089338328156,3.6440723070172685
7,community,user experience,5.172454020030592,0.6355817933398635,48.44423096456125,3.4591603056641285
7,expert,long-term societal impact,47.69990812989301,0.20695442810383574,304.0655714633268,4.157753014576447
6,crowdsourcing,privacy,10.269348988299118,0.7976143785033014,31.142868119088973,3.2519236556797813
4,community,bias,8.729342914918218,0.8549024084264635,6.848403695388683,1.9249370011565021
6,community,privacy,7.270530292003959,0.8701029886170556,25.048525255765554,3.1265322943666414
3,community,user experience,1.8197127452652477,0.6693107786937532,33.93054442169981,3.1659002365707307
7,expert,security,32.303991886376515,0.19311529050421722,84.79315963146227,2.8550240837904655
6,community,user experience,2.4606479950887095,0.5883208644301222,16.09844086265508,2.348614176915243
7,community,bias,11.584358449210017,0.7687742452073839,198.32018499375747,5.033462431365529
5,community,bias,7.213969247333348,0.9049728270842213,0.8531282342133073,0.572141509652668
3,community,content moderation,4.159483174916508,0.5073944128714745,22.141537840594783,2.5042592242488064
6,community,bias,1.6331818876307476,0.793876144514,35.33859138914339,3.3691721611470085
3,crowdsourcing,security,16.589955458330586,0.7274939259939923,171.83654726329834,4.8363616212173
4,community,privacy,4.63136807987373,0.4494669491137074,8.307008252113967,1.5547125574353369
5,community,user experience,1.9442199911602487,0.8674372451460807,181.8452163934638,5.067263319294926
6,expert,security,7.451169176456885,0.11576531731657226,45.17631168553227,1.8293522646875786
8,community,misinformation,1.4000616051307575,0.7712682583588447,31.88484995135854,3.2422709205359284
5,expert,security,31.792088246652796,0.5735281774750476,482.0419290588567,5.625693462142337
8,community,misinformation,6.475279517629655,0.7778068880457717,14.60160968569626,2.514241526481968
5,crowdsourcing,ethical,21.027652995809753,0.49698325634953916,8.512152979612608,1.6544872802274682
6,community,misinformation,2.4981843366354686,0.6882809016287321,74.92017212962614,3.9620718746874504
5,crowdsourcing,misinformation,14.105749704822838,0.37959360714831564,37.91564575482034,2.7338827646400725
8,community,user experience,3.7070499501132717,0.7960729490368847,27.049470108838825,3.1149964979054143
8,community,misinformation,6.229453423784221,0.7185806887069988,15.266426253597288,2.482416810325715
5,community,privacy,2.7441198473302566,0.536539613944383,4.274005701090133,1.1918516497031908
