Month,New Reports,Processed Reports,Backlog,Capacity,Actual Processed
3,44,16,28,207.28870029873656,197.8282300551478
4,48,14,62,207.28870029873656,184.44231771938487
5,37,18,81,207.28870029873656,206.09403821436348
6,38,15,104,207.28870029873656,198.8752658769287
7,37,24,117,207.28870029873656,205.7592507795202
8,40,16,141,207.28870029873656,189.45747984688535
9,53,20,174,207.28870029873656,185.73910597802941
10,43,21,196,207.28870029873656,198.2567026401167
11,44,25,215,207.28870029873656,206.11938583653873
12,41,29,227,207.28870029873656,197.69509736712334
13,36,22,241,207.28870029873656,205.4323015454333
14,42,29,254,207.28870029873656,206.31828409852307

Total Reports,503
Total Processed,249
Final Backlog,254

Processed Report Details
Month,Source,Risk Type,Supervision Cost,Accessibility,Potential Damage,Priority
3,expert,long-term societal impact,15.539387743910396,0.5013166592286096,4112.397586446824,7.631729107948906
3,crowdsourcing,misinformation,34.963878872013936,0.8270433738810322,872.7727891106563,6.5831615457600865
3,crowdsourcing,security,5.4069207931760515,0.4120652634129843,1001.3612177296743,6.024962604449474
3,expert,long-term societal impact,9.540122372252101,0.126359978900191,2600.103574305299,5.797725152545336
3,expert,long-term societal impact,6.676641874591973,0.3369749785935173,825.3236743328964,5.631618249349382
3,community,misinformation,3.8387690845495603,0.7347374441011876,322.6838795860481,5.472640054768382
3,community,misinformation,2.1141749852658394,0.6381776542487768,363.5284096559739,5.4510200316236475
3,expert,security,52.877828879250444,0.6186999022097758,339.59548748674683,5.352368405629688
3,expert,long-term societal impact,29.71088839054489,0.41810479602506057,501.60027434814623,5.350537263371043
3,community,content moderation,4.676091303382909,0.7846899514833849,213.51300315185108,5.127182058235217
3,community,misinformation,4.87475453071706,0.8147255150862452,165.1577878807468,4.909401539056112
3,crowdsourcing,security,4.096313707192193,0.6963694600283583,176.03480920707207,4.816931322979416
3,crowdsourcing,security,7.357371678424042,0.4506619891874047,198.4822279193597,4.504779474287494
3,community,bias,3.426581901341498,0.9194655054482652,82.92687601175261,4.34702622905763
