Month,New Reports,Processed Reports,Backlog,Capacity,Actual Processed
3,45,19,26,182.54708172262204,181.6549339209334
4,43,20,49,182.54708172262204,182.4242269810332
5,36,21,64,182.54708172262204,182.2372747094077
6,53,24,93,182.54708172262204,181.72931231403038
7,45,20,118,182.54708172262204,182.02059989688308
8,49,22,145,182.54708172262204,182.45856753708227
9,37,19,163,182.54708172262204,182.4792975344316
10,40,16,187,182.54708172262204,181.28843960232442
11,44,19,212,182.54708172262204,182.28493017899672
12,43,18,237,182.54708172262204,182.2688783752922
13,46,12,271,182.54708172262204,181.8897837734241
14,40,9,302,182.54708172262204,182.009603965836

Total Reports,521
Total Processed,219
Final Backlog,302

Processed Report Details
Month,Source,Risk Type,Supervision Cost,Accessibility,Potential Damage,Priority
3,expert,robustness,39.70714588143556,0.25300320147707533,1151.4465876275337,5.67784797399066
3,community,privacy,2.742166478686081,0.9214893666484627,256.6401348253436,5.470130381925583
3,community,user experience,3.601863679647979,0.7881760007582018,224.15121593410174,5.179931324407441
3,crowdsourcing,privacy,6.248785639727742,0.742955124049734,170.55718695480772,4.849811679614712
3,crowdsourcing,robustness,1.9417360771688503,0.8307415930813221,150.77929508553177,4.838332436535395
3,crowdsourcing,misinformation,21.644533517967993,0.6425285762885768,166.28919956922968,4.680700228283447
3,crowdsourcing,security,7.7434284474824056,0.5513704298406356,154.87082893716598,4.458885766923735
3,crowdsourcing,bias,7.443013681491993,0.38378794500065433,217.67227457140592,4.437224735301619
3,community,misinformation,6.094063601680271,0.6268992169425872,128.55421012342018,4.401713246184668
3,crowdsourcing,misinformation,4.273404220397149,0.48666458517245753,133.31851736733176,4.187856170268214
3,community,privacy,1,0.9053187256538341,61.472497445567974,4.036930875511867
3,community,user experience,4.872631769404659,0.9471739844547066,55.23168818930688,3.976199301665681
3,crowdsourcing,misinformation,13.24608744579228,0.6349089880869146,76.36215323273375,3.901629528630401
3,expert,robustness,23.13843330348304,0.34635206069372565,125.77341248088115,3.7968787983468637
3,crowdsourcing,robustness,3.3659081073404713,0.7906712057621978,51.44866630177183,3.7299969014560013
3,expert,robustness,5.713014499745317,0.24063632269643873,160.68052539285404,3.680483576149194
3,crowdsourcing,security,22.02554500395002,0.5153195922244633,74.31904181584086,3.671175111116554
3,community,misinformation,3.4638650153314754,0.6679567322868781,35.603001342803566,3.210087901394121
3,community,misinformation,3.389307550200133,0.5412626522007739,43.12353970056269,3.192168805016281
4,expert,security,9.531533824770495,0.28545505277288513,1661.1974667352558,6.163729897940919
4,expert,security,19.540345770624025,0.3403354836093606,1134.7100603195565,5.958895117596031
4,crowdsourcing,ethical,8.202723064920836,0.3512881992355646,389.3659792556697,4.925655841867256
4,crowdsourcing,bias,10.825852466354679,0.44175805365345727,333.14292592206385,4.998350615767404
4,crowdsourcing,ethical,6.920488604468392,0.4580641368655297,272.4522392916052,4.83469811236459
4,community,user experience,2.9503142036112155,0.8628114499139217,186.0859294253682,5.084858458419419
4,community,privacy,2.2590358839144327,0.9720170157278804,134.01926220974167,4.877248678062833
4,crowdsourcing,misinformation,3.2064403696603163,0.3639841639512522,479.20370443214404,5.167197690367959
4,expert,ethical,16.449309606343512,0.46055245723985183,152.4378834752327,4.265572054196679
4,expert,robustness,27.61234837284209,0.29896380974673475,448.92591853285444,4.906848375970332
4,crowdsourcing,ethical,10.684951038709123,0.4125155026745079,152.42653269004097,4.1569798319747
4,crowdsourcing,security,13.487123131124045,0.6735869659909267,108.88931633635491,4.308735577867055
4,expert,AI alignment,18.43984019420187,0.2896504619975819,176.78261725663913,3.955181470096271
4,community,user experience,1.9741287880367966,0.7529848142760671,83.37711893708723,4.1554663846133115
4,community,privacy,4.70579233619337,0.9562401144308015,68.99908956356839,4.2043895480946905
4,community,misinformation,5.58135941520686,0.8189083266348358,109.97505261022589,4.511512988606055
4,community,content moderation,2.341258098705515,0.7099180434959249,57.786992380816926,3.7382415635130197
4,crowdsourcing,privacy,10.309926799933569,0.5689808777284479,98.9169337118471,4.0479837107791345
4,community,user experience,6.401455011412023,0.9186415153842713,48.281972759064715,3.8144945086419053
3,community,misinformation,1,0.8035778829620479,6.7836280597814325,1.8642620483807781
5,crowdsourcing,ethical,10.350941486312118,0.48551309169565054,738.24647160898,5.884514788339495
5,community,privacy,3.9996465511149415,0.7500511693557004,181.73494342681414,4.92224483446423
5,crowdsourcing,bias,4.513023454771792,0.1821218507076309,388.2689011746944,4.272661595690176
5,community,privacy,3.126040046191376,0.6434628406276235,117.10786411267358,4.33538774044883
5,community,privacy,5.249216269800048,0.8269299291214477,75.44246843713374,4.149237259705742
5,crowdsourcing,robustness,5.030360319954569,0.3614718788917349,142.6656075641654,3.9621381051864537
5,crowdsourcing,privacy,12.118835846109686,0.4243204449237457,119.17153912169512,3.9428803913751738
5,crowdsourcing,robustness,8.149245043720308,0.6172452791554374,81.19149708644974,3.934079332101141
5,crowdsourcing,misinformation,8.037741571634463,0.6521668525615587,88.6074454447587,4.073918000075929
4,community,user experience,2.3864686294848236,0.6724346874729149,64.76881989913397,3.796675028861891
