Month,New Reports,Processed Reports,Backlog,Capacity,Actual Processed
3,49,27,22,186.78377282309648,183.49854440249672
4,20,19,23,186.78377282309648,184.0050480818677
5,31,17,37,186.78377282309648,186.60595290307594
6,38,30,45,186.78377282309648,186.3942801566701
7,47,30,62,186.78377282309648,186.74268268378424
8,55,28,89,186.78377282309648,186.54152169275184
9,47,21,115,186.78377282309648,185.94759115759402
10,37,23,129,186.78377282309648,185.78455867343834
11,57,24,162,186.78377282309648,186.60861270276447
12,40,21,181,186.78377282309648,186.06447861720045
13,38,14,205,186.78377282309648,186.62196301011326
14,42,21,226,186.78377282309648,186.64302483805594

Total Reports,501
Total Processed,275
Final Backlog,226

Processed Report Details
Month,Source,Risk Type,Supervision Cost,Accessibility,Potential Damage,Priority
3,community,privacy,4.00070683953442,0.8773516910011836,13.041010752902448,2.5210419055999727
3,crowdsourcing,bias,5.6493900847145,0.325653344102822,26.12126520471825,2.2519733942792945
3,community,bias,2.677808275820329,0.35338131777100845,283.73273806446815,4.6177492258059
3,community,user experience,7.556531863957373,0.38276505698580626,21.325933906332907,2.2151542433398457
3,community,privacy,5.7126894672993425,0.7376012620385877,23.120042986461442,2.893332530768094
3,crowdsourcing,misinformation,19.009149364109764,0.4108181319817723,12.238607059962936,1.7963890180492648
3,community,content moderation,2.7261520870177702,0.7285306098929711,110.95145204624232,4.404662609782778
3,crowdsourcing,bias,4.877143225381476,0.3969189362569908,60.05985387730561,3.2124107034451814
3,community,misinformation,8.802626984736138,0.5871602421703684,2.123836694176706,0.8096104424459796
3,expert,ethical,33.94902469658236,0.3274738100607353,357.2780063276459,4.770677759891406
3,crowdsourcing,privacy,3.2715377182737204,0.7074403604511638,6.322893777279814,1.6998397483471206
3,crowdsourcing,misinformation,6.453964009402678,0.21483970591511495,257.92283456523404,4.0326830704953345
3,community,user experience,6.030658832885609,0.5941482169953094,2.4473832174358723,0.8977635078823545
3,community,privacy,5.589327078028069,0.534756294009663,29.34160008497173,2.8148460055453013
